id,title,channel,categories,text_length,attachments_count,images_count,url,markdown_path
531,关于组织申报第二批普罗米休斯亚太地区互动教学示范校的函,教育信息化科研,TypeID 30,32,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=531,suzhou_djg_site_crawl_2026-05-15\articles\531_关于组织申报第二批普罗米休斯亚太地区互动教学示范校的函.md
532,关于召开2012年下半年苏州市电教馆系统现代教育技术应用研究会议,教育信息化科研,TypeID 30,56,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=532,suzhou_djg_site_crawl_2026-05-15\articles\532_关于召开2012年下半年苏州市电教馆系统现代教育技术应用研究会议.md
533,关于召开2012年苏州市直属学校现代教育技术应用研究会议的通知,教育信息化科研,TypeID 30,36,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=533,suzhou_djg_site_crawl_2026-05-15\articles\533_关于召开2012年苏州市直属学校现代教育技术应用研究会议的通知.md
534,关于组织参加首届“全国中小学信息技术教学应用展演”活动通知,教育信息化科研,TypeID 30,34,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=534,suzhou_djg_site_crawl_2026-05-15\articles\534_关于组织参加首届“全国中小学信息技术教学应用展演”活动通知.md
535,关于公布2012年苏州市中学生英语口语电视比赛细则的通知,教育信息化科研,TypeID 30,32,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=535,suzhou_djg_site_crawl_2026-05-15\articles\535_关于公布2012年苏州市中学生英语口语电视比赛细则的通知.md
536,关于举行2012年苏州市直属学校教师网络团队教研比赛的通知,教育信息化科研,TypeID 30,65,5,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=536,suzhou_djg_site_crawl_2026-05-15\articles\536_关于举行2012年苏州市直属学校教师网络团队教研比赛的通知.md
537,关于举办2012年“新媒体、新技术在中小学课堂教学中的应用”现场,教育信息化科研,TypeID 30,65,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=537,suzhou_djg_site_crawl_2026-05-15\articles\537_关于举办2012年“新媒体、新技术在中小学课堂教学中的应用”现场.md
538,关于开展2012年苏州市交互式电子白板教学课件比赛的通知,教育信息化科研,TypeID 30,33,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=538,suzhou_djg_site_crawl_2026-05-15\articles\538_关于开展2012年苏州市交互式电子白板教学课件比赛的通知.md
539,关于组织参加教育部教育管理信息中心第四届全国中小学“教学中的,教育信息化科研,TypeID 30,54,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=539,suzhou_djg_site_crawl_2026-05-15\articles\539_关于组织参加教育部教育管理信息中心第四届全国中小学“教学中的.md
540,关于开展2012年苏州市直属学校信息技术与课程整合优秀课评选活动,教育信息化科研,TypeID 30,39,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=540,suzhou_djg_site_crawl_2026-05-15\articles\540_关于开展2012年苏州市直属学校信息技术与课程整合优秀课评选活动.md
541,关于举办2012年苏州市互动触摸式一体机教学应用研讨会的通知,教育信息化科研,TypeID 30,35,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=541,suzhou_djg_site_crawl_2026-05-15\articles\541_关于举办2012年苏州市互动触摸式一体机教学应用研讨会的通知.md
542,关于举行“2013年苏州市教育技术应用能手展示活动”通知,教育信息化科研,TypeID 30,0,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=542,suzhou_djg_site_crawl_2026-05-15\articles\542_关于举行“2013年苏州市教育技术应用能手展示活动”通知.md
543,关于举行“2013年苏州市教育技术应用能手展示活动”通知,教育信息化科研,TypeID 30,28,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=543,suzhou_djg_site_crawl_2026-05-15\articles\543_关于举行“2013年苏州市教育技术应用能手展示活动”通知.md
544,关于组织参加第四届“中国移动校讯通杯”全国教师论文大赛的通知,教育信息化科研,TypeID 30,30,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=544,suzhou_djg_site_crawl_2026-05-15\articles\544_关于组织参加第四届“中国移动校讯通杯”全国教师论文大赛的通知.md
545,关于转发《关于开展第十一届全国中小学信息技术创新与实践活动的,教育信息化科研,TypeID 30,36,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=545,suzhou_djg_site_crawl_2026-05-15\articles\545_关于转发《关于开展第十一届全国中小学信息技术创新与实践活动的.md
546,关于开展2013年苏州市中小学电脑制作活动的通知,教育信息化科研,TypeID 30,24,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=546,suzhou_djg_site_crawl_2026-05-15\articles\546_关于开展2013年苏州市中小学电脑制作活动的通知.md
547,转发全国中小学信息技术创新与实践活动的通知,教育信息化科研,TypeID 30,272,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=547,suzhou_djg_site_crawl_2026-05-15\articles\547_转发全国中小学信息技术创新与实践活动的通知.md
548,关于转发《关于开展第十一届全国中小学信息技术创新与实践活动的,教育信息化科研,TypeID 30,36,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=548,suzhou_djg_site_crawl_2026-05-15\articles\548_关于转发《关于开展第十一届全国中小学信息技术创新与实践活动的.md
549,关于转发《关于开展第十一届全国中小学信息技术创新与实践活动的,教育信息化科研,TypeID 30,36,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=549,suzhou_djg_site_crawl_2026-05-15\articles\549_关于转发《关于开展第十一届全国中小学信息技术创新与实践活动的.md
550,关于举办2013年苏州市幼儿园数字化绘本教学研讨活动的通知,教育信息化科研,TypeID 30,34,4,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=550,suzhou_djg_site_crawl_2026-05-15\articles\550_关于举办2013年苏州市幼儿园数字化绘本教学研讨活动的通知.md
551,关于召开2013年苏州市“长三角千校网络结对”学校会议的通知,教育信息化科研,TypeID 30,30,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=551,suzhou_djg_site_crawl_2026-05-15\articles\551_关于召开2013年苏州市“长三角千校网络结对”学校会议的通知.md
552,关于组织参加“2013年江苏省基础教育数字化优质资源评比”活动的,教育信息化科研,TypeID 30,34,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=552,suzhou_djg_site_crawl_2026-05-15\articles\552_关于组织参加“2013年江苏省基础教育数字化优质资源评比”活动的.md
553,关于举行2013年苏州市多媒体教育软件比赛培训班的通知,教育信息化科研,TypeID 30,27,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=553,suzhou_djg_site_crawl_2026-05-15\articles\553_关于举行2013年苏州市多媒体教育软件比赛培训班的通知.md
554,关于召开苏州市电教馆系统现代教育技术应用研究会议的通知,教育信息化科研,TypeID 30,27,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=554,suzhou_djg_site_crawl_2026-05-15\articles\554_关于召开苏州市电教馆系统现代教育技术应用研究会议的通知.md
555,2013年苏州市信息技术与课程整合优秀课评比抽签结果,信息技能评比,TypeID 31,26,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=555,suzhou_djg_site_crawl_2026-05-15\articles\555_2013年苏州市信息技术与课程整合优秀课评比抽签结果.md
556,2013年苏州市中学生英语口语比赛抽签结果,信息技能评比,TypeID 31,21,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=556,suzhou_djg_site_crawl_2026-05-15\articles\556_2013年苏州市中学生英语口语比赛抽签结果.md
557,2013年苏州市中学生英语口语比赛抽签结果,信息技能评比,TypeID 31,21,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=557,suzhou_djg_site_crawl_2026-05-15\articles\557_2013年苏州市中学生英语口语比赛抽签结果.md
558,关于公布2012年苏州市信息技术应用技能大赛上半年赛事结果的通知,信息技能评比,TypeID 31,342,6,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=558,suzhou_djg_site_crawl_2026-05-15\articles\558_关于公布2012年苏州市信息技术应用技能大赛上半年赛事结果的通知.md
559,关于公布2012年下半年苏州市信息技术应用技能大赛赛事结果的通知,信息技能评比,TypeID 31,32,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=559,suzhou_djg_site_crawl_2026-05-15\articles\559_关于公布2012年下半年苏州市信息技术应用技能大赛赛事结果的通知.md
560,关于公布2012年下半年苏州市信息技术应用技能大赛赛事结果的通知,信息技能评比,TypeID 31,123,8,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=560,suzhou_djg_site_crawl_2026-05-15\articles\560_关于公布2012年下半年苏州市信息技术应用技能大赛赛事结果的通知.md
561,关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通,信息技能评比,TypeID 31,412,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=561,suzhou_djg_site_crawl_2026-05-15\articles\561_关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通.md
562,公布2012年上半年苏州市交互式电子白板教学课件比赛结果的通知,信息技能评比,TypeID 31,296,4,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=562,suzhou_djg_site_crawl_2026-05-15\articles\562_公布2012年上半年苏州市交互式电子白板教学课件比赛结果的通知.md
563,关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通,信息技能评比,TypeID 31,70,3,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=563,suzhou_djg_site_crawl_2026-05-15\articles\563_关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通.md
564,关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通,信息技能评比,TypeID 31,72,4,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=564,suzhou_djg_site_crawl_2026-05-15\articles\564_关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通.md
565,关于公布2012年苏州市直属幼儿园信息技术与课程整合优秀课评选活,信息技能评比,TypeID 31,43,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=565,suzhou_djg_site_crawl_2026-05-15\articles\565_关于公布2012年苏州市直属幼儿园信息技术与课程整合优秀课评选活.md
566,关于公布2012年苏州市直属学校互动电子白板教学课件比赛结果的通,信息技能评比,TypeID 31,38,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=566,suzhou_djg_site_crawl_2026-05-15\articles\566_关于公布2012年苏州市直属学校互动电子白板教学课件比赛结果的通.md
567,关于公布2012年苏州市直属学校教师网络团队教研比赛结果的通知,信息技能评比,TypeID 31,36,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=567,suzhou_djg_site_crawl_2026-05-15\articles\567_关于公布2012年苏州市直属学校教师网络团队教研比赛结果的通知.md
568,关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通,信息技能评比,TypeID 31,72,4,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=568,suzhou_djg_site_crawl_2026-05-15\articles\568_关于公布2012年下半年苏州市交互式电子白板教学课件比赛结果的通.md
569,2013年苏州市多媒体教育软件比赛细则,信息技能评比,TypeID 31,0,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=569,suzhou_djg_site_crawl_2026-05-15\articles\569_2013年苏州市多媒体教育软件比赛细则.md
570,2013年苏州市多媒体教育软件比赛细则,信息技能评比,TypeID 31,19,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=570,suzhou_djg_site_crawl_2026-05-15\articles\570_2013年苏州市多媒体教育软件比赛细则.md
571,2013年苏州市信息技术与课程整合优秀课评选活动细则,信息技能评比,TypeID 31,26,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=571,suzhou_djg_site_crawl_2026-05-15\articles\571_2013年苏州市信息技术与课程整合优秀课评选活动细则.md
572,2013年苏州市信息技术与课程整合优秀课评选活动细则,信息技能评比,TypeID 31,26,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=572,suzhou_djg_site_crawl_2026-05-15\articles\572_2013年苏州市信息技术与课程整合优秀课评选活动细则.md
573,2013年苏州市多媒体教育软件比赛细则,信息技能评比,TypeID 31,0,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=573,suzhou_djg_site_crawl_2026-05-15\articles\573_2013年苏州市多媒体教育软件比赛细则.md
574,2013年苏州市信息技术与课程整合优秀课评选活动参赛须知,信息技能评比,TypeID 31,28,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=574,suzhou_djg_site_crawl_2026-05-15\articles\574_2013年苏州市信息技术与课程整合优秀课评选活动参赛须知.md
575,2013年苏州市信息技术与课程整合优秀课评选活动网上抽签通知,信息技能评比,TypeID 31,30,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=575,suzhou_djg_site_crawl_2026-05-15\articles\575_2013年苏州市信息技术与课程整合优秀课评选活动网上抽签通知.md
576,2013年苏州市信息技术与课程整合优秀课评选活动比赛安排表,信息技能评比,TypeID 31,29,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=576,suzhou_djg_site_crawl_2026-05-15\articles\576_2013年苏州市信息技术与课程整合优秀课评选活动比赛安排表.md
577,2013年苏州市教师网络团队教研比赛细则,信息技能评比,TypeID 31,20,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=577,suzhou_djg_site_crawl_2026-05-15\articles\577_2013年苏州市教师网络团队教研比赛细则.md
578,2013年苏州市教师网络团队教研比赛细则,信息技能评比,TypeID 31,20,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=578,suzhou_djg_site_crawl_2026-05-15\articles\578_2013年苏州市教师网络团队教研比赛细则.md
579,关于公布苏州市信息技术与课程整合优秀课评选活动结果的通知,信息技能评比,TypeID 31,116,6,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=579,suzhou_djg_site_crawl_2026-05-15\articles\579_关于公布苏州市信息技术与课程整合优秀课评选活动结果的通知.md
580,关于公布2013年苏州市中小学电脑制作活动结果的通知,信息技能评比,TypeID 31,53,4,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=580,suzhou_djg_site_crawl_2026-05-15\articles\580_关于公布2013年苏州市中小学电脑制作活动结果的通知.md
581,关于2013年苏州市教师网络团队教研比赛网上抽签的通知,信息技能评比,TypeID 31,27,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=581,suzhou_djg_site_crawl_2026-05-15\articles\581_关于2013年苏州市教师网络团队教研比赛网上抽签的通知.md
582,2013年苏州市教师网络团队教研比赛平台登录名及座位号,信息技能评比,TypeID 31,27,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=582,suzhou_djg_site_crawl_2026-05-15\articles\582_2013年苏州市教师网络团队教研比赛平台登录名及座位号.md
583,关于公布2013年下半年苏州市教师信息技术应用技能大赛赛事结果的,信息技能评比,TypeID 31,34,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=583,suzhou_djg_site_crawl_2026-05-15\articles\583_关于公布2013年下半年苏州市教师信息技术应用技能大赛赛事结果的.md
584,关于公布2013年下半年苏州市教师信息技术应用技能大赛赛事结果的,信息技能评比,TypeID 31,34,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=584,suzhou_djg_site_crawl_2026-05-15\articles\584_关于公布2013年下半年苏州市教师信息技术应用技能大赛赛事结果的.md
585,关于举行2013年苏州市中学生英语口语电视比赛选拔赛的通知,信息技能评比,TypeID 31,29,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=585,suzhou_djg_site_crawl_2026-05-15\articles\585_关于举行2013年苏州市中学生英语口语电视比赛选拔赛的通知.md
586,关于举行2013年苏州市中学生英语口语电视比赛的通知,信息技能评比,TypeID 31,26,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=586,suzhou_djg_site_crawl_2026-05-15\articles\586_关于举行2013年苏州市中学生英语口语电视比赛的通知.md
603,以教育创新为目标提升课题研究品位,教育信息化科研,TypeID 30,21,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=603,suzhou_djg_site_crawl_2026-05-15\articles\603_以教育创新为目标提升课题研究品位.md
604,课题开题会议基本流程,教育信息化科研,TypeID 30,211,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=604,suzhou_djg_site_crawl_2026-05-15\articles\604_课题开题会议基本流程.md
605,如何写课题开题报告,教育信息化科研,TypeID 30,3923,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=605,suzhou_djg_site_crawl_2026-05-15\articles\605_如何写课题开题报告.md
606,苏州市十二五课题举办开题报告会流程和注意事项,教育信息化科研,TypeID 30,712,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=606,suzhou_djg_site_crawl_2026-05-15\articles\606_苏州市十二五课题举办开题报告会流程和注意事项.md
607,2012年苏州市教育技术研究“十二五”立项课题检查工作安排表,教育信息化科研,TypeID 30,30,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=607,suzhou_djg_site_crawl_2026-05-15\articles\607_2012年苏州市教育技术研究“十二五”立项课题检查工作安排表.md
608,苏州市教育技术研究“十二五”立项课题名单,教育信息化科研,TypeID 30,1847,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=608,suzhou_djg_site_crawl_2026-05-15\articles\608_苏州市教育技术研究“十二五”立项课题名单.md
609,苏州市教育技术研究“十二五”立项课题开题论证会安排表,教育信息化科研,TypeID 30,727,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=609,suzhou_djg_site_crawl_2026-05-15\articles\609_苏州市教育技术研究“十二五”立项课题开题论证会安排表.md
610,关于召开苏州市“十二五”教育技术研究课题会议的通知,教育信息化科研,TypeID 30,30,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=610,suzhou_djg_site_crawl_2026-05-15\articles\610_关于召开苏州市“十二五”教育技术研究课题会议的通知.md
611,关于组织苏州市“十二五”教育技术研究课题开题活动的通知,教育信息化科研,TypeID 30,32,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=611,suzhou_djg_site_crawl_2026-05-15\articles\611_关于组织苏州市“十二五”教育技术研究课题开题活动的通知.md
612,关于2012年苏州市“十二五”教育技术研究课题检查工作的通知,教育信息化科研,TypeID 30,35,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=612,suzhou_djg_site_crawl_2026-05-15\articles\612_关于2012年苏州市“十二五”教育技术研究课题检查工作的通知.md
613,关于举行2012年苏州市“十二五”教育技术研究课题培训研讨活动的,教育信息化科研,TypeID 30,39,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=613,suzhou_djg_site_crawl_2026-05-15\articles\613_关于举行2012年苏州市“十二五”教育技术研究课题培训研讨活动的.md
614,关于开展苏州市省级以上“十二五”现代教育技术研究课题中期预评,教育信息化科研,TypeID 30,36,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=614,suzhou_djg_site_crawl_2026-05-15\articles\614_关于开展苏州市省级以上“十二五”现代教育技术研究课题中期预评.md
615,苏州市省级以上“十二五”现代教育技术研究课题中期预评估总结会,教育信息化科研,TypeID 30,39,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=615,suzhou_djg_site_crawl_2026-05-15\articles\615_苏州市省级以上“十二五”现代教育技术研究课题中期预评估总结会.md
616,关于开展苏州市省级以上“十二五”现代教育技术研究课题中期预评,教育信息化科研,TypeID 30,39,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=616,suzhou_djg_site_crawl_2026-05-15\articles\616_关于开展苏州市省级以上“十二五”现代教育技术研究课题中期预评.md
617,关于苏州市省级以上“十二五”现代教育技术研究课题市级中期预评,教育信息化科研,TypeID 30,46,4,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=617,suzhou_djg_site_crawl_2026-05-15\articles\617_关于苏州市省级以上“十二五”现代教育技术研究课题市级中期预评.md
618,关于召开2013年苏州市省级以上“十二五”教育技术研究课题会议的,教育信息化科研,TypeID 30,34,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=618,suzhou_djg_site_crawl_2026-05-15\articles\618_关于召开2013年苏州市省级以上“十二五”教育技术研究课题会议的.md
619,【阳光少年】王睿祺：乐观就是生命中的太阳,专题报道,专题报道,792,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=619,suzhou_djg_site_crawl_2026-05-15\articles\619_【阳光少年】王睿祺：乐观就是生命中的太阳.md
620,【阳光少年】张若轩：“探索”是我学习进步的源动力,专题报道,专题报道,930,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=620,suzhou_djg_site_crawl_2026-05-15\articles\620_【阳光少年】张若轩：“探索”是我学习进步的源动力.md
621,【献礼十八大】基础教育均衡优质多元：让每个学生都获得更好发展,专题报道,专题报道,957,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=621,suzhou_djg_site_crawl_2026-05-15\articles\621_【献礼十八大】基础教育均衡优质多元：让每个学生都获得更好发展.md
622,【献礼十八大】教师队伍建设：名师助跑点燃教师自我发展的引擎,专题报道,专题报道,979,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=622,suzhou_djg_site_crawl_2026-05-15\articles\622_【献礼十八大】教师队伍建设：名师助跑点燃教师自我发展的引擎.md
623,【献礼十八大】教育信息化：为教育均衡优质发展搭建新平台,专题报道,专题报道,807,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=623,suzhou_djg_site_crawl_2026-05-15\articles\623_【献礼十八大】教育信息化：为教育均衡优质发展搭建新平台.md
624,【走基层 看落实】苏州十二中光彩班：青春在爱的光芒下绽放,专题报道,专题报道,2402,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=624,suzhou_djg_site_crawl_2026-05-15\articles\624_【走基层 看落实】苏州十二中光彩班：青春在爱的光芒下绽放.md
625,【走基层 看落实】苏州教师发展中心推出“专家门诊式”培训方式,专题报道,专题报道,1050,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=625,suzhou_djg_site_crawl_2026-05-15\articles\625_【走基层 看落实】苏州教师发展中心推出“专家门诊式”培训方式.md
626,【走基层 看落实】苏州推进城乡教育一体化：校长、教师流动助力,专题报道,专题报道,1812,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=626,suzhou_djg_site_crawl_2026-05-15\articles\626_【走基层 看落实】苏州推进城乡教育一体化：校长、教师流动助力.md
628,苏教信办[2016]3号 关于转发《教育部办公厅关于进一步做好“全国教育信息化工作进展信息系统”全面应用的通知》的通知,公告通知,公告通知,89,2,3,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=628,suzhou_djg_site_crawl_2026-05-15\articles\628_苏教信办[2016]3号 关于转发《教育部办公厅关于进一步做好“全国教育信息化工作进展信息系统”全面应用的通知》的通知.md
629,关于召开我市“教育信息化工作进展信息系统”培训会议的通知,公告通知,公告通知,606,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=629,suzhou_djg_site_crawl_2026-05-15\articles\629_关于召开我市“教育信息化工作进展信息系统”培训会议的通知.md
630,信息化进展系统培训文件,公告通知,公告通知,124,7,4,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=630,suzhou_djg_site_crawl_2026-05-15\articles\630_信息化进展系统培训文件.md
631,苏州市教育信息化心理辅导学会关于举办征文比赛的通知,公告通知,公告通知,0,0,3,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=631,suzhou_djg_site_crawl_2026-05-15\articles\631_苏州市教育信息化心理辅导学会关于举办征文比赛的通知.md
633,苏州市教育局高国华副局长 调研苏州教育信息化,公告通知,公告通知,780,0,3,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=633,suzhou_djg_site_crawl_2026-05-15\articles\633_苏州市教育局高国华副局长 调研苏州教育信息化.md
635,关于参加第十届全国百家网站、微信公众号法律知识竞赛活动的通知,工会之家,工会之家,40,1,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=635,suzhou_djg_site_crawl_2026-05-15\articles\635_关于参加第十届全国百家网站、微信公众号法律知识竞赛活动的通知.md
636,中共苏州市委教育工委第三督查组 莅临电教馆督查“两学一做”学习教育工作,公告通知,公告通知,660,0,2,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=636,suzhou_djg_site_crawl_2026-05-15\articles\636_中共苏州市委教育工委第三督查组 莅临电教馆督查“两学一做”学习教育工作.md
642,关于“2016年苏州市创客教育活动”作品报送的通知,信息技能评比,TypeID 31,574,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=642,suzhou_djg_site_crawl_2026-05-15\articles\642_关于“2016年苏州市创客教育活动”作品报送的通知.md
643,关于“2016年苏州市多媒体教育软件比赛”作品报送的通知,信息技能评比,TypeID 31,632,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=643,suzhou_djg_site_crawl_2026-05-15\articles\643_关于“2016年苏州市多媒体教育软件比赛”作品报送的通知.md
644,关于公布2016年苏州市创客教育活动细则的通知,信息技能评比,TypeID 31,1474,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=644,suzhou_djg_site_crawl_2026-05-15\articles\644_关于公布2016年苏州市创客教育活动细则的通知.md
645,关于公布2016年苏州市多媒体教育软件比赛细则的通知,信息技能评比,TypeID 31,1831,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=645,suzhou_djg_site_crawl_2026-05-15\articles\645_关于公布2016年苏州市多媒体教育软件比赛细则的通知.md
646,VR虚拟现实,网络活动,网络活动,773,0,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=646,suzhou_djg_site_crawl_2026-05-15\articles\646_VR虚拟现实.md
657,虚拟现实(VR)体验交流会,网络活动,网络活动,24,0,4,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=657,suzhou_djg_site_crawl_2026-05-15\articles\657_虚拟现实(VR)体验交流会.md
662,关于“2016年苏州市多媒体教育软件比赛 ”作品报送的通知,公告通知,公告通知,41,1,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=662,suzhou_djg_site_crawl_2026-05-15\articles\662_关于“2016年苏州市多媒体教育软件比赛 ”作品报送的通知.md
663,关于举办2016年苏州市中小学教师信息技术应用,公告通知,公告通知,91,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=663,suzhou_djg_site_crawl_2026-05-15\articles\663_关于举办2016年苏州市中小学教师信息技术应用.md
664,关于公布 2016年苏州市创客教育活动细则的通知,公告通知,公告通知,69,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=664,suzhou_djg_site_crawl_2026-05-15\articles\664_关于公布 2016年苏州市创客教育活动细则的通知.md
665,关于开展苏州市学校教育信息化需求调研的通知,公告通知,公告通知,65,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=665,suzhou_djg_site_crawl_2026-05-15\articles\665_关于开展苏州市学校教育信息化需求调研的通知.md
666,关于开展苏州市教师教育信息化（教学资源）,公告通知,公告通知,69,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=666,suzhou_djg_site_crawl_2026-05-15\articles\666_关于开展苏州市教师教育信息化（教学资源）.md
667,关于开展苏州市直属学校校园网 无线覆盖建设需求调研的通知,公告通知,公告通知,78,2,1,https://szdjg.suzhou.edu.cn/NewsDetail.aspx?ID=667,suzhou_djg_site_crawl_2026-05-15\articles\667_关于开展苏州市直属学校校园网 无线覆盖建设需求调研的通知.md
